PDB ID,n,N
4gc7,6.0,1
4gcw,2.0,1
4gd3,10.0,5
4gdf,8.0,2
4gdj,4.0,1
4gdz,1.0,3
4gej,10.0,1
4gem,2.0,2
4ger,2.0,1
4gf6,1.0,1
4gfb,3.0,1
4gfh,10.0,2
4gfj,1.0,1
4ggb,1.0,8
4ggh,4.0,8
4ggk,1.0,2
4ggm,1.0,2
4gh6,2.0,2
4gh8,2.0,1
4ghl,6.0,4
4gi2,2.0,2
4gil,3.0,3
4gji,4.0,4
4gjp,6.0,2
4gkr,2.0,1
4gkv,5.0,4
4gkx,6.0,1
4gl2,6.0,1
4gm5,1.0,2
4gme,2.0,8
4gn8,2.0,1
4gnc,2.0,1
4gne,2.0,1
4gnf,2.0,1
4gnr,1.0,1
4gnx,8.0,3
4gp2,2.0,2
4gpr,1.0,1
4gpu,1.0,1
4gq7,1.0,1
4gqt,2.0,2
4grh,1.0,1
4gri,2.0,1
4grk,2.0,1
4gsk,4.0,4
4gsl,4.0,4
4gsz,2.0,3
4gt8,1.0,1
4gu0,6.0,2
4gu5,2.0,1
4gua,3.0,1
4gue,1.0,1
4guj,2.0,2
4guk,4.0,1
4gun,16.0,4
4gv8,6.0,3
4gv9,3.0,1
4gve,1.0,1
4gvj,1.0,1
4gvl,4.0,4
4gwb,1.0,2
4gwj,1.0,1
4gwm,2.0,2
4gx1,4.0,4
4gxn,1.0,1
4gxw,2.0,1
4gy5,6.0,1
4gyi,1.0,1
4gz8,2.0,2
4gz9,1.0,1
4gzk,1.0,1
4gzq,1.0,4
4gzz,8.0,5
4h0f,2.0,1
4h0i,1.0,1
4h0n,4.0,1
4h15,4.0,4
4h19,16.0,8
4h1g,1.0,1
4h1z,8.0,8
4h2k,2.0,1
4h2u,4.0,4
4h2v,4.0,3
4h3s,1.0,1
4h4i,1.0,2
4h54,2.0,2
4h5j,2.0,1
4h60,1.0,1
4h7l,2.0,2
4h7v,2.0,1
4h8e,1.0,2
4h8p,1.0,1
4h9d,3.0,3
4h9k,1.0,1
4ha3,1.0,4
4hap,2.0,1
4hc7,6.0,1
4hc9,3.0,1
4hcf,2.0,1
4hcg,2.0,2
4hcj,1.0,1
4hcx,2.0,2
4hd5,1.0,1
4hdh,2.0,1
4hdt,1.0,1
4he2,1.0,4
4heo,2.0,1
4hg9,4.0,2
4hgn,4.0,4
4hgp,1.0,4
4hhr,1.0,1
4hht,3.0,1
4hi8,2.0,2
4hin,4.0,1
4hiz,3.0,3
4hjf,1.0,1
4hjh,2.0,1
4hjw,3.0,2
4hk7,4.0,2
4hkr,2.0,6
4hlq,10.0,2
4hmy,5.0,5
4hnl,1.0,8
4hno,1.0,1
4hns,1.0,1
4hoj,1.0,2
4hon,4.0,1
4hot,2.0,1
4hov,3.0,6
4hp3,3.0,1
4hph,1.0,1
4hpk,2.0,2
4hpp,1.0,6
4hqo,2.0,1
4hqs,1.0,1
4hro,2.0,1
4hsq,1.0,1
4hss,2.0,1
4ht2,4.0,1
4ht4,2.0,1
4hte,1.0,1
4hu1,2.0,1
4hut,2.0,2
4huz,1.0,2
4hvk,1.0,2
4hvl,1.0,1
4hvy,1.0,1
4hwv,2.0,2
4hx2,4.0,4
4hx3,12.0,4
4hxf,1.0,6
4hxv,1.0,1
4hy0,8.0,2
4hy5,2.0,1
4hyf,3.0,1
4hyp,4.0,2
4hyt,6.0,3
4hz0,2.0,1
4hzd,2.0,6
4i00,1.0,4
4i0j,1.0,2
4i0n,1.0,1
4i0u,10.0,5
4i0z,1.0,1
4i14,2.0,2
4i15,2.0,2
4i1o,8.0,2
4i1s,2.0,2
4i2i,1.0,1
4i2n,6.0,2
4i2x,6.0,3
4i2y,2.0,1
4i3h,6.0,2
4i3m,1.0,2
4i3s,3.0,3
4i40,2.0,1
4i45,1.0,4
4i5i,2.0,2
4i5k,2.0,1
4i5n,8.0,3
4i5q,2.0,2
4i68,1.0,1
4i6v,3.0,3
4i72,2.0,2
4i7b,4.0,1
4i94,2.0,1
4i9f,2.0,2
4i9q,6.0,1
4i9x,4.0,4
4i9z,1.0,1
4iaj,8.0,8
4iao,4.0,2
4iau,1.0,1
4ibd,2.0,1
4ibl,3.0,3
4ibo,4.0,4
4ic1,10.0,10
4ic5,3.0,3
4ics,2.0,2
4idq,4.0,2
4ie3,3.0,1
4ieb,1.0,1
4ied,4.0,1
4iee,1.0,1
4ief,8.0,2
4iej,1.0,1
4iem,16.0,1
4if2,1.0,1
4if4,4.0,4
4if6,2.0,1
4ig8,3.0,1
4iga,2.0,1
4igq,2.0,1
4ih3,6.0,2
4ihb,6.0,1
4ihq,3.0,6
4ii1,4.0,1
4ii2,3.0,3
4ii3,4.0,2
4iik,1.0,1
4ijd,2.0,1
4ijx,2.0,2
4ik9,1.0,2
4il1,4.0,1
4il3,2.0,1
4ild,2.0,2
4ilk,2.0,2
4ilo,2.0,1
4ilv,2.0,1
4imm,2.0,1
4iof,6.0,6
4iok,2.0,4
4ip5,2.0,2
4iqj,16.0,8
4iqr,12.0,2
4iqy,2.0,1
4ir0,2.0,2
4ir7,1.0,2
4irm,3.0,1
4irp,2.0,1
4irq,4.0,1
4irz,3.0,3
4is1,4.0,2
4isa,1.0,1
4isj,2.0,2
4it1,4.0,2
4it5,4.0,4
4itc,1.0,1
4itr,4.0,4
4itx,2.0,4
4iu3,2.0,2
4iu4,1.0,3
4ium,2.0,2
4iur,3.0,1
4iuw,1.0,1
4ivg,1.0,2
4iw3,4.0,2
4iwh,2.0,2
4ix4,2.0,2
4ixj,2.0,1
4ixm,2.0,2
4ixo,2.0,2
4iym,16.0,4
4iyq,3.0,3
4iz9,1.0,2
4izg,2.0,8
4izj,5.0,1
4j00,4.0,2
4j04,2.0,1
4j0q,5.0,1
4j1v,6.0,1
4j25,8.0,1
4j2d,3.0,1
4j3h,2.0,4
4j3y,2.0,2
4j4h,4.0,1
4j4k,1.0,2
4j4m,2.0,1
4j5i,8.0,4
4j6b,2.0,2
4j6c,2.0,1
4j6g,4.0,6
4j6o,2.0,1
4j6r,3.0,3
4j6w,6.0,6
4j72,2.0,2
4j7c,12.0,10
4j7m,2.0,1
4j8x,10.0,4
4j99,4.0,1
4j9v,2.0,4
4jav,4.0,4
4jay,4.0,1
4jbe,2.0,2
4jbi,16.0,4
4jcj,3.0,1
4jcm,1.0,1
4jcv,6.0,6
4jd2,8.0,8
4jdi,2.0,1
4jdu,1.0,1
4jdz,2.0,1
4je0,2.0,2
4je7,2.0,2
4je8,4.0,1
4jej,1.0,2
4jf7,4.0,4
4jfn,1.0,1
4jgl,1.0,1
4jgu,2.0,1
4jh8,2.0,2
4jhu,1.0,1
4jib,4.0,4
4jiu,1.0,1
4jix,2.0,2
4jjj,1.0,1
4jjz,2.0,2
4jk4,2.0,1
4jk9,2.0,1
4jkl,2.0,4
4jlv,1.0,1
4jlw,4.0,4
4jmg,2.0,1
4jml,2.0,1
4jn6,4.0,4
4jn9,2.0,2
4jnd,1.0,1
4jnj,4.0,1
4jo0,1.0,2
4jo1,6.0,2
4jo5,1.0,1
4jom,1.0,1
4jpf,1.0,2
4jpz,6.0,3
4jq0,3.0,3
4jqp,2.0,2
4jrf,1.0,4
4jrn,1.0,1
4jrp,4.0,2
4js0,2.0,1
4jsd,1.0,1
4jsv,4.0,2
4juo,6.0,2
4juq,4.0,1
4jvs,2.0,2
4jwp,2.0,2
4jwq,2.0,2
4jx0,2.0,1
4jx1,8.0,2
4jx5,4.0,2
4jy6,4.0,2
4jyo,1.0,1
4jyy,1.0,2
4jzv,3.0,1
4k08,1.0,1
4k0d,2.0,2
4k0e,3.0,3
4k0g,1.0,1
4k19,3.0,1
4k1c,2.0,1
4k1r,4.0,2
4k1t,3.0,6
4k1w,4.0,2
4k28,2.0,1
4k2h,14.0,2
4k2p,4.0,1
4k33,1.0,1
4k3v,2.0,1
4k3y,4.0,4
4k4h,16.0,1
4k4z,16.0,1
4k69,1.0,1
4k6e,1.0,1
4k6m,2.0,1
4k6o,6.0,6
4k6t,6.0,3
4k7d,3.0,1
4k7s,3.0,1
4k81,8.0,2
4k8o,1.0,2
4k90,2.0,2
4k98,3.0,1
4k9q,2.0,4
4ka7,2.0,1
4kay,2.0,1
4kaz,2.0,1
4kb6,3.0,1
4kbb,4.0,1
4kbl,2.0,1
4kbn,2.0,1
4kc7,3.0,1
4kc9,1.0,1
4kcu,2.0,4
4kdw,1.0,1
4keg,1.0,2
4kem,2.0,2
4keq,1.0,2
4kf1,4.0,2
4kf9,1.0,2
4kft,4.0,1
4kfv,1.0,1
4kfz,4.0,2
4kg0,1.0,1
4kgk,4.0,4
4kh4,2.0,4
4kh9,2.0,1
4khn,6.0,1
4kho,2.0,1
4ki8,7.0,7
4kis,12.0,1
4kjd,2.0,2
4kjg,2.0,2
4kjm,2.0,2
4kki,1.0,1
4kkm,2.0,2
4kl8,4.0,2
4klz,1.0,1
4kmr,2.0,2
4kna,2.0,2
4knh,2.0,1
4knu,6.0,3
4knv,2.0,1
4ko8,2.0,6
4koy,1.0,1
4kp1,1.0,1
4kp4,2.0,2
4kpn,8.0,2
4kpp,2.0,1
4kpy,8.0,1
4kpz,1.0,3
4kqb,2.0,1
4kqn,2.0,2
4kqx,2.0,2
4krc,2.0,2
4krv,2.0,1
4ks0,2.0,4
4ks9,2.0,2
4ksa,4.0,4
4ktr,8.0,2
4ktz,2.0,2
4ku0,4.0,4
4ku4,2.0,1
4kuj,2.0,2
4kva,2.0,2
4kvg,4.0,2
4kvj,1.0,1
4kvs,1.0,2
4kvy,4.0,2
4kwu,1.0,1
4kxd,1.0,1
4kxw,1.0,2
4kyi,8.0,2
4kys,2.0,1
4l05,1.0,1
4l0j,1.0,1
4l0p,2.0,2
4l19,2.0,1
4l2z,2.0,4
4l39,2.0,1
4l3a,2.0,1
4l3j,1.0,1
4l44,1.0,1
4l58,2.0,1
4l5o,3.0,2
4l65,1.0,1
4l6d,8.0,2
4l6t,6.0,6
4l73,2.0,2
4l78,1.0,1
4l79,2.0,2
4l7v,1.0,1
4l7w,1.0,2
4l7x,2.0,1
4l80,6.0,6
4l8h,3.0,2
4l8n,1.0,2
4l8o,1.0,3
4l99,2.0,3
4l9d,2.0,1
4l9m,1.0,2
4l9o,2.0,1
4l9z,6.0,6
4la6,1.0,2
4lbw,1.0,2
4lcq,1.0,4
4lcv,4.0,1
4ldc,1.0,1
4ldt,4.0,4
4ldz,2.0,2
4le0,2.0,2
4le6,5.0,2
4lef,8.0,1
4leh,3.0,3
4lej,1.0,3
4lem,6.0,2
4lep,2.0,2
4lf1,6.0,2
4lfg,2.0,2
4lfv,1.0,2
4lfy,2.0,1
4lgd,8.0,1
4lgj,1.0,1
4lhv,5.0,1
4lim,1.0,1
4lin,12.0,3
4lip,2.0,1
4lit,1.0,2
4lj0,5.0,2
4lj3,2.0,2
4lj9,1.0,1
4ljo,2.0,2
4ljq,4.0,2
4lk7,4.0,4
4lk9,2.0,1
4lks,2.0,1
4llt,2.0,2
4lly,4.0,2
4lm8,1.0,1
4lmg,8.0,2
4lmh,4.0,1
4lmy,2.0,2
4ln1,4.0,4
4ln8,12.0,6
4lnb,2.0,2
4lnl,2.0,4
4lor,4.0,1
4los,1.0,1
4lp7,4.0,2
4lpl,1.0,1
4lps,2.0,1
4lq0,3.0,1
4lq3,2.0,1
4lqf,3.0,6
4lqx,2.0,2
4lqy,1.0,1
4lr3,16.0,4
4lrf,3.0,1
4lrj,2.0,1
4lrt,4.0,4
4lrz,8.0,4
4ls3,2.0,1
4ls9,2.0,2
4lsb,2.0,2
4lsy,2.0,1
4lt6,2.0,1
4lud,2.0,1
4lv4,1.0,4
4lv8,2.0,1
4lvh,12.0,3
4lvm,6.0,1
4lvn,4.0,4
4lw6,1.0,1
4lw9,12.0,1
4lwd,1.0,1
4lwz,4.0,2
4lx0,4.0,2
4lx9,1.0,1
4lxc,4.0,4
4lxl,2.0,1
4lxo,2.0,1
4lya,1.0,1
4lyk,4.0,4
4lzz,24.0,6
4m00,1.0,1
4m01,4.0,1
4m02,1.0,1
4m03,1.0,2
4m0c,2.0,2
4m0j,2.0,2
4m0k,4.0,2
4m0n,1.0,1
4m0v,4.0,1
4m0x,2.0,8
4m17,12.0,3
4m1c,8.0,3
4m1k,1.0,1
4m25,4.0,2
4m2a,1.0,1
4m2q,1.0,4
4m30,4.0,2
4m3c,8.0,4
4m3h,3.0,3
4m3m,1.0,4
4m5c,1.0,1
4m5e,1.0,1
4m5h,1.0,1
4m69,2.0,2
4m6g,1.0,1
4m6i,2.0,1
4m6r,4.0,4
4m6v,4.0,4
4m71,2.0,2
4m7f,2.0,4
4m83,2.0,1
4m8d,12.0,2
4m8n,8.0,4
4m9q,3.0,1
4m9s,8.0,4
4m9v,6.0,1
4m9y,4.0,8
4mah,1.0,1
4mar,3.0,6
4mb7,1.0,1
4mbe,10.0,3
4mbo,1.0,1
4mbs,2.0,1
4mby,10.0,5
4mca,2.0,8
4mda,1.0,1
4mdv,2.0,2
4me3,1.0,1
4me4,2.0,2
4me6,1.0,2
4mew,1.0,1
4mfg,4.0,3
4mgg,8.0,8
4mgq,1.0,1
4mh1,2.0,4
4mha,2.0,1
4mhu,2.0,1
4mhv,2.0,1
4mhx,2.0,2
4mi0,1.0,1
4mig,4.0,4
4mit,8.0,2
4mix,2.0,1
4mj7,2.0,2
4mjd,2.0,2
4mjt,18.0,9
4mkf,2.0,1
4mkm,1.0,1
4mko,4.0,1
4mks,2.0,2
4ml9,2.0,2
4mlc,1.0,2
4mlg,12.0,2
4mlm,2.0,2
4mln,2.0,1
4mlz,2.0,1
4mmh,1.0,1
4mmo,2.0,2
4mmw,2.0,2
4mmx,3.0,3
4mn3,2.0,1
4mn5,2.0,2
4mn6,2.0,1
4mna,1.0,1
4mnd,1.0,2
4mnr,1.0,1
4mo5,4.0,2
4mo7,1.0,2
4mph,2.0,2
4mpo,8.0,1
4mr0,2.0,1
4mru,2.0,1
4msp,2.0,2
4msx,1.0,1
4mt2,1.0,2
4mtd,6.0,4
4mth,1.0,1
4mtp,4.0,1
4mts,2.0,2
4muq,1.0,1
4muw,2.0,2
4mvf,1.0,1
4mvt,4.0,1
4mwh,1.0,1
4mxr,2.0,3
4myo,3.0,6
4myp,2.0,2
4mz0,2.0,2
4mzu,12.0,6
4n0b,4.0,2
4n0g,4.0,2
4n0l,2.0,1
4n0o,8.0,1
4n15,1.0,1
4n1a,8.0,1
4n1g,2.0,1
4n25,1.0,2
4n27,6.0,3
4n2c,1.0,2
4n2p,4.0,1
4n2r,1.0,1
4n2z,1.0,1
4n36,4.0,2
4n3o,2.0,2
4n3v,2.0,3
4n4f,2.0,1
4n4h,2.0,1
4n4i,2.0,1
4n4r,4.0,2
4n4w,1.0,2
4n4x,1.0,1
4n56,3.0,1
4n57,2.0,1
4n5h,1.0,4
4n5v,2.0,2
4n5x,1.0,1
4n67,1.0,1
4n6f,2.0,2
4n7s,4.0,2
4n7t,2.0,1
4n83,8.0,2
4n88,4.0,4
4n8f,5.0,5
4n8m,5.0,5
4n90,12.0,4
4n9f,60.0,5
4n9v,1.0,4
4nab,1.0,1
4nas,4.0,2
4nay,1.0,2
4nb7,1.0,3
4nbm,4.0,1
4nc4,4.0,2
4ncf,2.0,1
4ncj,4.0,1
4ncl,2.0,1
4ndg,6.0,1
4ndn,6.0,6
4ndr,2.0,6
4ne2,2.0,2
4ne7,1.0,2
4nef,4.0,4
4nen,2.0,2
4neu,2.0,1
4nfr,2.0,2
4nfw,12.0,1
4nfz,3.0,1
4ng4,3.0,1
4nh0,2.0,1
4nh1,4.0,4
4nhd,4.0,2
4nhf,6.0,2
4nhm,1.0,1
4nhx,1.0,1
4nhy,4.0,2
4ni5,2.0,4
4nic,4.0,2
4niv,1.0,1
4niy,8.0,2
4nj5,1.0,1
4nj9,2.0,2
4njj,2.0,2
4nkb,2.0,2
4nkt,2.0,1
4nl0,2.0,1
4nl8,6.0,1
4nl9,4.0,2
4nm5,3.0,2
4nm7,3.0,1
4nmn,2.0,6
4nmu,4.0,1
4nn2,2.0,1
4nnc,1.0,1
4no4,6.0,2
4nob,1.0,1
4noe,6.0,10
4nov,1.0,1
4npd,1.0,1
4npk,1.0,1
4npl,2.0,1
4nq3,2.0,4
4nqa,12.0,2
4nql,3.0,3
4nqq,4.0,2
4nqy,2.0,2
4nr4,2.0,1
4nre,1.0,1
4nrn,2.0,1
4nru,6.0,1
4nrz,4.0,2
4nsd,2.0,2
4nst,4.0,1
4nsy,2.0,2
4nt0,2.0,2
4nt5,1.0,2
4nt9,3.0,3
4ntk,6.0,6
4ntl,1.0,2
4nu0,2.0,1
4nu7,4.0,2
4nui,1.0,1
4nup,3.0,2
4nur,2.0,2
4nv0,2.0,1
4nvr,4.0,2
4nw3,3.0,1
4nwv,3.0,3
4nwx,1.0,1
4nx4,1.0,1
4nx8,2.0,1
4nxi,2.0,2
4nyn,2.0,1
4nyz,1.0,1
4nz8,3.0,1
4nzg,4.0,2
4o0m,3.0,6
4o1j,2.0,4
4o1k,1.0,4
4o1l,2.0,2
4o1p,4.0,2
4o27,3.0,2
4o2w,4.0,1
4o3a,3.0,1
4o3m,3.0,1
4o43,2.0,1
4o4f,1.0,1
4o5m,4.0,4
4o5o,2.0,4
4o62,4.0,3
4o64,3.0,1
4o65,1.0,1
4o6i,2.0,2
4o6m,2.0,2
4o6o,4.0,2
4o6s,1.0,1
4o8c,2.0,1
4o8o,1.0,1
4o98,2.0,2
4oa3,1.0,1
4oak,2.0,2
4oaq,2.0,2
4oav,4.0,2
4ob0,2.0,2
4obi,1.0,1
4oci,1.0,2
4ocl,6.0,3
4od3,2.0,2
4od5,6.0,1
4odj,1.0,2
4odq,2.0,1
4oe7,4.0,4
4oec,4.0,1
4oei,2.0,1
4oeu,2.0,1
4ofc,6.0,6
4ofe,3.0,1
4ofl,2.0,1
4ofq,2.0,1
4ofz,1.0,1
4ogc,1.0,1
4oh1,1.0,4
4ohf,4.0,4
4oi1,2.0,1
4oi4,5.0,1
4oi6,2.0,2
4oic,2.0,2
4oiy,2.0,1
4oj4,1.0,2
4oja,1.0,2
4ojl,3.0,3
4oju,4.0,4
4ojx,1.0,2
4ojz,2.0,2
4ok9,2.0,6
4okh,3.0,2
4okk,2.0,2
4oko,4.0,1
4okz,4.0,1
4oln,4.0,2
4ols,4.0,1
4omf,3.0,6
4on1,2.0,1
4ond,8.0,2
4onu,1.0,1
4onx,6.0,6
4oo1,11.0,10
4oo2,4.0,4
4oog,4.0,6
4ooj,4.0,2
4op4,2.0,1
4oqb,6.0,2
4oqp,1.0,2
4ora,2.0,2
4orh,11.0,3
4osq,6.0,1
4ote,2.0,1
4otp,1.0,1
4ou3,2.0,2
4oui,2.0,2
4oul,6.0,3
4ous,1.0,3
4ov2,4.0,1
4ov9,1.0,2
4ovd,1.0,1
4ovn,10.0,2
4ovy,1.0,2
4ox3,1.0,1
4ox5,1.0,4
4oxc,4.0,1
4oxq,2.0,1
4oxr,2.0,2
4oy7,8.0,1
4oy8,1.0,1
4oz6,2.0,1
4ozi,10.0,4
4p0d,1.0,1
4p0g,1.0,1
4p0n,2.0,3
4p0p,5.0,2
4p2y,2.0,2
4p3n,4.0,2
4p44,1.0,1
4p4m,3.0,1
4p4o,4.0,1
4p4s,2.0,2
4p53,1.0,2
4p5f,2.0,1
4p5o,10.0,5
4p5w,2.0,2
4p5x,1.0,2
4p6p,2.0,2
4p6s,2.0,2
4p7a,1.0,2
4p7x,1.0,1
4p8r,4.0,4
4p99,4.0,1
4p9d,6.0,6
4p9g,1.0,2
4paw,2.0,1
4pb3,2.0,4
4pbp,3.0,3
4pc0,4.0,1
4pca,4.0,4
4pcl,2.0,2
4pcw,4.0,2
4pdn,1.0,1
4pe3,1.0,1
4pel,8.0,2
4pet,2.0,2
4peu,1.0,1
4pfb,1.0,1
4pfk,1.0,4
4pfp,2.0,2
4pfq,8.0,4
4pft,2.0,1
4pfw,2.0,1
4pg1,1.0,1
4pgl,4.0,2
4pgz,3.0,2
4phh,4.0,1
4phr,1.0,1
4pht,6.0,2
4phw,2.0,6
4pib,10.0,2
4pie,2.0,1
4pio,2.0,1
4pj2,4.0,2
4pj3,1.0,1
4pj6,2.0,2
4pjn,1.0,1
4pjo,44.0,9
4pjr,1.0,1
4pkd,2.0,1
4pkt,1.0,1
4pkw,1.0,1
4pl3,2.0,2
4plm,1.0,1
4pln,4.0,4
4plr,2.0,2
4pmw,4.0,1
4pn2,2.0,1
4pog,16.0,6
4pos,10.0,5
4ppe,2.0,4
4ppm,2.0,2
4pq9,2.0,1
4pqa,1.0,2
4pqi,1.0,1
4pr6,2.0,1
4ps2,1.0,1
4ptf,3.0,1
4pu5,1.0,1
4puc,2.0,2
4pv2,4.0,4
4pv4,2.0,2
4pxb,2.0,2
4pxg,2.0,1
4pxy,2.0,3
4py5,3.0,1
4pyh,1.0,1
4pyk,1.0,2
4pys,2.0,1
4pzi,3.0,1
4pzl,4.0,2
4q0l,4.0,2
4q0q,1.0,4
4q0w,4.0,2
4q15,2.0,1
4q1l,2.0,1
4q1v,2.0,2
4q2d,1.0,1
4q2g,2.0,2
4q3a,4.0,2
4q3j,1.0,1
4q3t,4.0,3
4q47,2.0,1
4q4a,2.0,2
4q4y,4.0,4
4q51,2.0,2
4q56,1.0,6
4q57,2.0,2
4q5h,3.0,3
4q5o,2.0,2
4q66,12.0,6
4q6b,1.0,1
4q6p,1.0,1
4q6x,1.0,1
4q7i,2.0,4
4q7r,2.0,1
4q86,8.0,2
4q8g,2.0,1
4q8h,1.0,1
4q8l,2.0,1
4q8r,1.0,1
4q9d,2.0,4
4qam,2.0,2
4qan,2.0,1
4qaw,8.0,1
4qb2,1.0,1
4qbl,6.0,2
4qbo,1.0,2
4qbq,3.0,2
4qbr,4.0,1
4qc1,4.0,1
4qc2,2.0,2
4qck,1.0,3
4qd2,10.0,5
4qdg,2.0,1
4qeg,1.0,1
4qeo,4.0,1
4qf3,2.0,2
4qf5,2.0,1
4qfi,2.0,1
4qfj,2.0,2
4qg5,4.0,1
4qgp,2.0,4
4qgs,1.0,1
4qh0,4.0,1
4qhh,1.0,4
4qhj,2.0,2
4qhp,1.0,1
4qht,7.0,7
4qhz,4.0,4
4qi3,2.0,1
4qi7,2.0,1
4qi8,2.0,1
4qil,4.0,1
4qim,1.0,1
4qiq,1.0,1
4qj5,2.0,2
4qjl,1.0,1
4qkd,3.0,1
4qko,8.0,2
4ql5,2.0,4
4qlz,2.0,2
4qm6,4.0,2
4qm9,2.0,1
4qma,1.0,1
4qn0,4.0,1
4qn1,1.0,1
4qn5,2.0,4
4qn7,2.0,4
4qn9,2.0,2
4qnl,1.0,3
4qnr,1.0,1
4qny,2.0,1
4qo5,1.0,3
4qox,1.0,1
4qpb,2.0,1
4qpj,4.0,4
4qpl,4.0,2
4qpm,2.0,1
4qq4,4.0,2
4qqf,6.0,1
4qqo,1.0,3
4qqr,2.0,2
4qqx,8.0,1
4qr8,2.0,2
4qre,1.0,1
4qrk,1.0,1
4qrn,4.0,2
4qro,8.0,2
4qsf,1.0,2
4qsk,2.0,4
4qtq,1.0,1
4qts,4.0,2
4qtt,4.0,2
4qtu,4.0,2
4qu6,2.0,1
4qur,1.0,3
4qvh,2.0,2
4qvu,1.0,4
4qwt,4.0,1
4qxd,2.0,1
4qy5,1.0,1
4qyi,5.0,2
4qym,2.0,1
4qyt,4.0,2
4qza,4.0,1
4r04,1.0,1
4r12,1.0,1
4r1d,2.0,2
4r1f,4.0,2
4r1l,4.0,2
4r1q,6.0,6
4r25,1.0,3
4r2i,1.0,1
4r2j,1.0,2
4r2y,4.0,1
4r34,2.0,2
4r37,2.0,3
4r39,4.0,1
4r3a,2.0,1
4r42,3.0,6
4r4x,1.0,1
4r5j,4.0,2
4r5o,4.0,1
4r5q,1.0,1
4r6d,1.0,1
4r6g,1.0,1
4r74,4.0,1
4r79,8.0,2
4r7e,1.0,2
4r7f,1.0,2
4r7o,7.0,1
4r7p,4.0,8
4r7y,2.0,6
4r82,2.0,2
4r84,4.0,1
4r89,8.0,1
4r8m,4.0,1
4r8u,6.0,1
4r90,2.0,2
4r97,2.0,2
4r9g,2.0,1
4r9j,3.0,1
4r9u,4.0,4
4r9v,1.0,1
4r9x,2.0,2
4rb1,3.0,4
4rb2,4.0,2
4rbm,1.0,1
4rck,2.0,2
4rdr,1.0,1
4rdt,2.0,1
4rdy,2.0,2
4rez,1.0,1
4rfu,3.0,3
4rg8,1.0,1
4rgp,2.0,2
4rgq,4.0,2
4rh7,1.0,1
4rhh,4.0,2
4rhl,2.0,6
4rhm,3.0,3
4rht,4.0,4
4rhz,2.0,2
4rib,8.0,1
4rih,2.0,2
4rix,4.0,2
4rjd,2.0,1
4rjk,8.0,4
4rkd,8.0,2
4rkf,2.0,1
4rkg,4.0,2
4rkh,6.0,4
4rld,4.0,1
4rlr,1.0,1
4rmk,1.0,1
4rmo,16.0,2
4rn0,2.0,2
4rn3,2.0,1
4rn5,1.0,1
4rn7,1.0,1
4rnh,1.0,2
4rnq,1.0,1
4rny,2.0,1
4rop,1.0,8
4ros,1.0,4
4rot,1.0,4
4rou,2.0,1
4rov,2.0,1
4rpa,2.0,2
4rpu,2.0,1
4rqi,8.0,2
4rqn,3.0,1
4rqw,2.0,1
4rr2,4.0,2
4rrk,1.0,2
4rru,1.0,1
4rsr,1.0,1
4rti,1.0,1
4ru3,1.0,3
4ru4,6.0,3
4ru5,3.0,3
4rud,2.0,2
4rue,2.0,2
4ruk,6.0,3
4rul,2.0,1
4rus,6.0,2
4ruw,1.0,1
4rv7,4.0,1
4rvh,1.0,1
4rvp,6.0,6
4rvw,1.0,1
4rvz,1.0,1
4rw3,1.0,1
4rwg,6.0,1
4rwn,3.0,1
4rxc,2.0,2
4rxy,1.0,2
4ry0,1.0,1
4s01,4.0,2
4s04,8.0,2
4s0m,8.0,2
4s10,4.0,2
4s1b,2.0,1
4s1h,2.0,2
4s20,16.0,6
4s2t,4.0,2
4s2v,1.0,1
4s2y,2.0,1
4s36,1.0,3
4s37,18.0,3
4sbv,3.0,3
4sgb,2.0,2
4tf4,2.0,1
4tki,4.0,1
4tkq,1.0,1
4tld,6.0,6
4tm7,1.0,1
4tma,12.0,6
4tmt,2.0,2
4tmv,2.0,1
4tn0,3.0,1
4tn3,2.0,2
4tnd,1.0,1
4tnt,4.0,2
4to8,2.0,2
4toi,1.0,2
4toq,4.0,1
4tpg,3.0,1
4tpu,1.0,3
4tq3,4.0,1
4tqo,16.0,4
4tqt,6.0,4
4tqu,5.0,5
4tr2,2.0,1
4tsd,2.0,2
4tsh,2.0,2
4tsk,1.0,4
4tss,1.0,1
4ttg,4.0,2
4tug,8.0,6
4tv5,1.0,6
4tvd,1.0,1
4tvr,1.0,1
4twe,2.0,2
4twr,1.0,1
4twz,1.0,1
4tx8,1.0,1
4txa,1.0,1
4txd,1.0,1
4txw,1.0,1
4tyd,12.0,3
4tyq,2.0,1
4tyw,2.0,1
4tz4,2.0,2
4tzh,2.0,1
4tzu,4.0,3
4u00,1.0,1
4u01,18.0,1
4u03,2.0,1
4u06,1.0,1
4u08,2.0,1
4u09,2.0,1
4u10,2.0,1
4u3j,3.0,3
4u3w,2.0,4
4u40,2.0,2
4u41,2.0,1
4u49,2.0,1
4u4t,1.0,1
4u5g,2.0,2
4u5p,3.0,3
4u5x,1.0,1
4u65,6.0,3
4u6b,4.0,4
4u6d,2.0,2
4u7k,8.0,1
4u7p,2.0,2
4u7t,6.0,4
4u82,1.0,1
4u98,1.0,1
4u9b,1.0,1
4u9e,1.0,4
4uak,1.0,2
4uap,2.0,1
4uas,2.0,1
4uav,1.0,1
4ubf,5.0,2
4uci,2.0,1
4ud0,1.0,2
4udm,2.0,2
